#######################################################
#RayStationVersion:  	6.2.0.7
#PatientName:        	_CT Number Calibration_1
#PatientId:          	TOMO
#CoordinateSystem:   	IEC patient coordinate system
#######################################################
#LineName:           	1
#DoseName:           	Plan dose: TEST (CT 1)
#DoseEngine:         	Approximate: Collapsed Cone v3.4
#TreatmentMachine:   	Clinac-iXsn3694 Uncommissioned
#X [cm];Y [cm];Z [cm];Dose [cGy]
-10.510; -0.050; 0.107; 0.001
-10.500; -0.050; 0.107; 0.001
-10.490; -0.050; 0.107; 0.001
-10.480; -0.050; 0.107; 0.001
-10.470; -0.050; 0.107; 0.001
-10.460; -0.050; 0.107; 0.001
-10.450; -0.050; 0.107; 0.001
-10.440; -0.050; 0.107; 0.001
-10.430; -0.050; 0.107; 0.001
-10.420; -0.050; 0.107; 0.001
-10.410; -0.050; 0.107; 0.001
-10.400; -0.050; 0.107; 0.001
-10.390; -0.050; 0.107; 0.001
-10.380; -0.050; 0.107; 0.001
-10.370; -0.050; 0.107; 0.001
-10.360; -0.050; 0.107; 0.001
-10.350; -0.050; 0.107; 0.001
-10.340; -0.050; 0.107; 0.001
-10.330; -0.050; 0.107; 0.001
-10.320; -0.050; 0.106; 0.001
-10.310; -0.050; 0.106; 0.001
-10.300; -0.050; 0.106; 0.001
-10.290; -0.050; 0.106; 0.001
-10.280; -0.050; 0.106; 0.001
-10.270; -0.050; 0.106; 0.001
-10.260; -0.050; 0.106; 0.001
-10.250; -0.050; 0.106; 0.001
-10.240; -0.050; 0.106; 0.001
-10.230; -0.050; 0.106; 0.001
-10.220; -0.050; 0.106; 0.001
-10.210; -0.050; 0.106; 0.001
-10.200; -0.050; 0.106; 0.001
-10.190; -0.050; 0.106; 0.001
-10.180; -0.050; 0.106; 0.001
-10.170; -0.050; 0.106; 0.001
-10.160; -0.050; 0.106; 0.001
-10.150; -0.050; 0.106; 0.001
-10.140; -0.050; 0.106; 0.001
-10.130; -0.050; 0.106; 0.001
-10.120; -0.050; 0.105; 0.001
-10.110; -0.050; 0.105; 0.001
-10.100; -0.050; 0.105; 0.001
-10.090; -0.050; 0.105; 0.001
-10.080; -0.050; 0.105; 0.001
-10.070; -0.050; 0.105; 0.001
-10.060; -0.050; 0.105; 0.001
-10.050; -0.050; 0.105; 0.001
-10.040; -0.050; 0.105; 0.001
-10.030; -0.050; 0.105; 0.001
-10.020; -0.050; 0.105; 0.001
-10.010; -0.050; 0.105; 0.001
-10.000; -0.050; 0.105; 0.001
-9.990; -0.050; 0.105; 0.001
-9.980; -0.050; 0.105; 0.001
-9.970; -0.050; 0.105; 0.001
-9.960; -0.050; 0.105; 0.001
-9.950; -0.050; 0.105; 0.001
-9.940; -0.050; 0.105; 0.001
-9.930; -0.050; 0.104; 0.001
-9.920; -0.050; 0.104; 0.001
-9.910; -0.050; 0.104; 0.001
-9.900; -0.050; 0.104; 0.001
-9.890; -0.050; 0.104; 0.001
-9.880; -0.050; 0.104; 0.001
-9.870; -0.050; 0.104; 0.001
-9.860; -0.050; 0.104; 0.001
-9.850; -0.050; 0.104; 0.001
-9.840; -0.050; 0.104; 0.001
-9.830; -0.050; 0.104; 0.001
-9.820; -0.050; 0.104; 0.001
-9.810; -0.050; 0.104; 0.001
-9.800; -0.050; 0.104; 0.001
-9.790; -0.050; 0.104; 0.001
-9.780; -0.050; 0.104; 0.001
-9.770; -0.050; 0.104; 0.001
-9.760; -0.050; 0.104; 0.001
-9.750; -0.050; 0.104; 0.001
-9.740; -0.050; 0.103; 0.001
-9.730; -0.050; 0.103; 0.001
-9.720; -0.050; 0.103; 0.001
-9.710; -0.050; 0.103; 0.001
-9.700; -0.050; 0.103; 0.001
-9.690; -0.050; 0.103; 0.001
-9.680; -0.050; 0.103; 0.001
-9.670; -0.050; 0.103; 0.001
-9.660; -0.050; 0.103; 0.001
-9.650; -0.050; 0.103; 0.001
-9.640; -0.050; 0.103; 0.001
-9.630; -0.050; 0.103; 0.001
-9.620; -0.050; 0.103; 0.001
-9.610; -0.050; 0.103; 0.001
-9.600; -0.050; 0.103; 0.001
-9.590; -0.050; 0.103; 0.001
-9.580; -0.050; 0.103; 0.001
-9.570; -0.050; 0.103; 0.001
-9.560; -0.050; 0.103; 0.001
-9.550; -0.050; 0.102; 0.001
-9.540; -0.050; 0.102; 0.001
-9.530; -0.050; 0.102; 0.001
-9.520; -0.050; 0.102; 0.001
-9.510; -0.050; 0.102; 0.001
-9.500; -0.050; 0.102; 0.001
-9.490; -0.050; 0.102; 0.001
-9.480; -0.050; 0.102; 0.001
-9.470; -0.050; 0.102; 0.001
-9.461; -0.050; 0.102; 0.001
-9.451; -0.050; 0.102; 0.001
-9.441; -0.050; 0.102; 0.001
-9.431; -0.050; 0.102; 0.001
-9.421; -0.050; 0.102; 0.001
-9.411; -0.050; 0.102; 0.001
-9.401; -0.050; 0.102; 0.001
-9.391; -0.050; 0.102; 0.001
-9.381; -0.050; 0.102; 0.001
-9.371; -0.050; 0.102; 0.001
-9.361; -0.050; 0.102; 0.001
-9.351; -0.050; 0.101; 0.001
-9.341; -0.050; 0.101; 0.001
-9.331; -0.050; 0.101; 0.001
-9.321; -0.050; 0.101; 0.001
-9.311; -0.050; 0.101; 0.001
-9.301; -0.050; 0.101; 0.001
-9.291; -0.050; 0.101; 0.001
-9.281; -0.050; 0.101; 0.001
-9.271; -0.050; 0.101; 0.001
-9.261; -0.050; 0.101; 0.001
-9.251; -0.050; 0.101; 0.001
-9.241; -0.050; 0.101; 0.001
-9.231; -0.050; 0.101; 0.001
-9.221; -0.050; 0.101; 0.001
-9.211; -0.050; 0.101; 0.001
-9.201; -0.050; 0.101; 0.001
-9.191; -0.050; 0.101; 0.001
-9.181; -0.050; 0.101; 0.001
-9.171; -0.050; 0.101; 0.001
-9.161; -0.050; 0.100; 0.001
-9.151; -0.050; 0.100; 0.001
-9.141; -0.050; 0.100; 0.001
-9.131; -0.050; 0.100; 0.001
-9.121; -0.050; 0.100; 0.001
-9.111; -0.050; 0.100; 0.001
-9.101; -0.050; 0.100; 0.001
-9.091; -0.050; 0.100; 0.001
-9.081; -0.050; 0.100; 0.001
-9.071; -0.050; 0.100; 0.001
-9.061; -0.050; 0.100; 0.001
-9.051; -0.050; 0.100; 0.001
-9.041; -0.050; 0.100; 0.001
-9.031; -0.050; 0.100; 0.001
-9.021; -0.050; 0.100; 0.001
-9.011; -0.050; 0.100; 0.001
-9.001; -0.050; 0.100; 0.001
-8.991; -0.050; 0.100; 0.001
-8.981; -0.050; 0.100; 0.001
-8.971; -0.050; 0.099; 0.001
-8.961; -0.050; 0.099; 0.001
-8.951; -0.050; 0.099; 0.001
-8.941; -0.050; 0.099; 0.001
-8.931; -0.050; 0.099; 0.001
-8.921; -0.050; 0.099; 0.001
-8.911; -0.050; 0.099; 0.001
-8.901; -0.050; 0.099; 0.001
-8.891; -0.050; 0.099; 0.001
-8.881; -0.050; 0.099; 0.001
-8.871; -0.050; 0.099; 0.001
-8.861; -0.050; 0.099; 0.001
-8.851; -0.050; 0.099; 0.001
-8.841; -0.050; 0.099; 0.001
-8.831; -0.050; 0.099; 0.001
-8.821; -0.050; 0.099; 0.001
-8.811; -0.050; 0.099; 0.001
-8.801; -0.050; 0.099; 0.001
-8.791; -0.050; 0.099; 0.001
-8.781; -0.050; 0.098; 0.001
-8.771; -0.050; 0.098; 0.001
-8.761; -0.050; 0.098; 0.001
-8.751; -0.050; 0.098; 0.001
-8.741; -0.050; 0.098; 0.001
-8.731; -0.050; 0.098; 0.001
-8.721; -0.050; 0.098; 0.001
-8.711; -0.050; 0.098; 0.001
-8.701; -0.050; 0.098; 0.001
-8.691; -0.050; 0.098; 0.001
-8.681; -0.050; 0.098; 0.001
-8.671; -0.050; 0.098; 0.001
-8.661; -0.050; 0.098; 0.001
-8.651; -0.050; 0.098; 0.001
-8.641; -0.050; 0.098; 0.001
-8.631; -0.050; 0.098; 0.001
-8.621; -0.050; 0.098; 0.001
-8.611; -0.050; 0.098; 0.001
-8.601; -0.050; 0.098; 0.001
-8.591; -0.050; 0.097; 0.001
-8.581; -0.050; 0.097; 0.001
-8.571; -0.050; 0.097; 0.001
-8.561; -0.050; 0.097; 0.001
-8.551; -0.050; 0.097; 0.001
-8.541; -0.050; 0.097; 0.001
-8.531; -0.050; 0.097; 0.001
-8.521; -0.050; 0.097; 0.001
-8.511; -0.050; 0.097; 0.001
-8.501; -0.050; 0.097; 0.001
-8.491; -0.050; 0.097; 0.001
-8.481; -0.050; 0.097; 0.001
-8.471; -0.050; 0.097; 0.001
-8.461; -0.050; 0.097; 0.001
-8.451; -0.050; 0.097; 0.001
-8.441; -0.050; 0.097; 0.001
-8.431; -0.050; 0.097; 0.001
-8.421; -0.050; 0.097; 0.001
-8.411; -0.050; 0.097; 0.001
-8.401; -0.050; 0.097; 0.001
-8.391; -0.050; 0.096; 0.001
-8.381; -0.050; 0.096; 0.001
-8.371; -0.050; 0.096; 0.001
-8.361; -0.050; 0.096; 0.001
-8.351; -0.050; 0.096; 0.001
-8.341; -0.050; 0.096; 0.001
-8.331; -0.050; 0.096; 0.001
-8.321; -0.050; 0.096; 0.001
-8.311; -0.050; 0.096; 0.001
-8.301; -0.050; 0.096; 0.001
-8.291; -0.050; 0.096; 0.001
-8.281; -0.050; 0.096; 0.001
-8.271; -0.050; 0.096; 0.001
-8.261; -0.050; 0.096; 0.001
-8.251; -0.050; 0.096; 0.001
-8.241; -0.050; 0.096; 0.001
-8.231; -0.050; 0.096; 0.001
-8.221; -0.050; 0.096; 0.001
-8.211; -0.050; 0.096; 0.001
-8.201; -0.050; 0.095; 0.001
-8.191; -0.050; 0.095; 0.001
-8.181; -0.050; 0.095; 0.001
-8.171; -0.050; 0.095; 0.001
-8.161; -0.050; 0.095; 0.001
-8.151; -0.050; 0.095; 0.001
-8.141; -0.050; 0.095; 0.001
-8.131; -0.050; 0.095; 0.001
-8.121; -0.050; 0.095; 0.001
-8.111; -0.050; 0.095; 0.001
-8.101; -0.050; 0.095; 0.001
-8.092; -0.050; 0.095; 0.001
-8.082; -0.050; 0.095; 0.001
-8.072; -0.050; 0.095; 0.001
-8.062; -0.050; 0.095; 0.001
-8.052; -0.050; 0.095; 0.001
-8.042; -0.050; 0.095; 0.001
-8.032; -0.050; 0.095; 0.001
-8.022; -0.050; 0.095; 0.001
-8.012; -0.050; 0.094; 0.001
-8.002; -0.050; 0.094; 0.001
-7.992; -0.050; 0.094; 0.001
-7.982; -0.050; 0.094; 0.001
-7.972; -0.050; 0.094; 0.001
-7.962; -0.050; 0.094; 0.001
-7.952; -0.050; 0.094; 0.001
-7.942; -0.050; 0.094; 0.001
-7.932; -0.050; 0.094; 0.001
-7.922; -0.050; 0.094; 0.001
-7.912; -0.050; 0.094; 0.001
-7.902; -0.050; 0.094; 0.001
-7.892; -0.050; 0.094; 0.001
-7.882; -0.050; 0.094; 0.001
-7.872; -0.050; 0.094; 0.001
-7.862; -0.050; 0.094; 0.001
-7.852; -0.050; 0.094; 0.001
-7.842; -0.050; 0.094; 0.001
-7.832; -0.050; 0.094; 0.001
-7.822; -0.050; 0.093; 0.001
-7.812; -0.050; 0.093; 0.001
-7.802; -0.050; 0.093; 0.001
-7.792; -0.050; 0.093; 0.001
-7.782; -0.050; 0.093; 0.001
-7.772; -0.050; 0.093; 0.001
-7.762; -0.050; 0.093; 0.001
-7.752; -0.050; 0.093; 0.001
-7.742; -0.050; 0.093; 0.001
-7.732; -0.050; 0.093; 0.001
-7.722; -0.050; 0.093; 0.001
-7.712; -0.050; 0.093; 0.001
-7.702; -0.050; 0.093; 0.001
-7.692; -0.050; 0.093; 0.001
-7.682; -0.050; 0.093; 0.001
-7.672; -0.050; 0.093; 0.001
-7.662; -0.050; 0.093; 0.001
-7.652; -0.050; 0.093; 0.001
-7.642; -0.050; 0.093; 0.001
-7.632; -0.050; 0.092; 0.001
-7.622; -0.050; 0.092; 0.001
-7.612; -0.050; 0.092; 0.001
-7.602; -0.050; 0.092; 0.001
-7.592; -0.050; 0.092; 0.001
-7.582; -0.050; 0.092; 0.001
-7.572; -0.050; 0.092; 0.001
-7.562; -0.050; 0.092; 0.001
-7.552; -0.050; 0.092; 0.001
-7.542; -0.050; 0.092; 0.001
-7.532; -0.050; 0.092; 0.001
-7.522; -0.050; 0.092; 0.001
-7.512; -0.050; 0.092; 0.001
-7.502; -0.050; 0.092; 0.001
-7.492; -0.050; 0.092; 0.001
-7.482; -0.050; 0.092; 0.001
-7.472; -0.050; 0.092; 0.001
-7.462; -0.050; 0.092; 0.001
-7.452; -0.050; 0.092; 0.001
-7.442; -0.050; 0.092; 0.001
-7.432; -0.050; 0.091; 0.001
-7.422; -0.050; 0.091; 0.001
-7.412; -0.050; 0.091; 0.001
-7.402; -0.050; 0.091; 0.001
-7.392; -0.050; 0.091; 0.001
-7.382; -0.050; 0.091; 0.001
-7.372; -0.050; 0.091; 0.001
-7.362; -0.050; 0.091; 0.001
-7.352; -0.050; 0.091; 0.001
-7.342; -0.050; 0.091; 0.001
-7.332; -0.050; 0.091; 0.001
-7.322; -0.050; 0.091; 0.001
-7.312; -0.050; 0.091; 0.001
-7.302; -0.050; 0.091; 0.001
-7.292; -0.050; 0.091; 0.001
-7.282; -0.050; 0.091; 0.001
-7.272; -0.050; 0.091; 0.001
-7.262; -0.050; 0.091; 0.001
-7.252; -0.050; 0.091; 0.001
-7.242; -0.050; 0.090; 0.001
-7.232; -0.050; 0.090; 0.001
-7.222; -0.050; 0.090; 0.001
-7.212; -0.050; 0.090; 0.001
-7.202; -0.050; 0.090; 0.001
-7.192; -0.050; 0.090; 0.001
-7.182; -0.050; 0.090; 0.001
-7.172; -0.050; 0.090; 0.001
-7.162; -0.050; 0.090; 0.002
-7.152; -0.050; 0.090; 0.002
-7.142; -0.050; 0.090; 0.002
-7.132; -0.050; 0.090; 0.002
-7.122; -0.050; 0.090; 0.002
-7.112; -0.050; 0.090; 0.002
-7.102; -0.050; 0.090; 0.002
-7.092; -0.050; 0.090; 0.002
-7.082; -0.050; 0.090; 0.002
-7.072; -0.050; 0.090; 0.002
-7.062; -0.050; 0.090; 0.002
-7.052; -0.050; 0.089; 0.002
-7.042; -0.050; 0.089; 0.002
-7.032; -0.050; 0.089; 0.002
-7.022; -0.050; 0.089; 0.002
-7.012; -0.050; 0.089; 0.002
-7.002; -0.050; 0.089; 0.002
-6.992; -0.050; 0.089; 0.002
-6.982; -0.050; 0.089; 0.002
-6.972; -0.050; 0.089; 0.002
-6.962; -0.050; 0.089; 0.002
-6.952; -0.050; 0.089; 0.002
-6.942; -0.050; 0.089; 0.002
-6.932; -0.050; 0.089; 0.002
-6.922; -0.050; 0.089; 0.002
-6.912; -0.050; 0.089; 0.002
-6.902; -0.050; 0.089; 0.002
-6.892; -0.050; 0.089; 0.002
-6.882; -0.050; 0.089; 0.002
-6.872; -0.050; 0.089; 0.003
-6.862; -0.050; 0.088; 0.003
-6.852; -0.050; 0.088; 0.003
-6.842; -0.050; 0.088; 0.003
-6.832; -0.050; 0.088; 0.003
-6.822; -0.050; 0.088; 0.003
-6.812; -0.050; 0.088; 0.003
-6.802; -0.050; 0.088; 0.003
-6.792; -0.050; 0.088; 0.003
-6.782; -0.050; 0.088; 0.003
-6.772; -0.050; 0.088; 0.003
-6.762; -0.050; 0.088; 0.003
-6.752; -0.050; 0.088; 0.003
-6.742; -0.050; 0.088; 0.003
-6.732; -0.050; 0.088; 0.003
-6.722; -0.050; 0.088; 0.003
-6.713; -0.050; 0.088; 0.003
-6.703; -0.050; 0.088; 0.004
-6.693; -0.050; 0.088; 0.004
-6.683; -0.050; 0.088; 0.004
-6.673; -0.050; 0.088; 0.004
-6.663; -0.050; 0.087; 0.004
-6.653; -0.050; 0.087; 0.004
-6.643; -0.050; 0.087; 0.004
-6.633; -0.050; 0.087; 0.004
-6.623; -0.050; 0.087; 0.004
-6.613; -0.050; 0.087; 0.004
-6.603; -0.050; 0.087; 0.004
-6.593; -0.050; 0.087; 0.004
-6.583; -0.050; 0.087; 0.004
-6.573; -0.050; 0.087; 0.004
-6.563; -0.050; 0.087; 0.005
-6.553; -0.050; 0.087; 0.005
-6.543; -0.050; 0.087; 0.005
-6.533; -0.050; 0.087; 0.005
-6.523; -0.050; 0.087; 0.005
-6.513; -0.050; 0.087; 0.005
-6.503; -0.050; 0.087; 0.005
-6.493; -0.050; 0.087; 0.005
-6.483; -0.050; 0.087; 0.005
-6.473; -0.050; 0.086; 0.005
-6.463; -0.050; 0.086; 0.005
-6.453; -0.050; 0.086; 0.005
-6.443; -0.050; 0.086; 0.005
-6.433; -0.050; 0.086; 0.005
-6.423; -0.050; 0.086; 0.005
-6.413; -0.050; 0.086; 0.005
-6.403; -0.050; 0.086; 0.005
-6.393; -0.050; 0.086; 0.006
-6.383; -0.050; 0.086; 0.006
-6.373; -0.050; 0.086; 0.006
-6.363; -0.050; 0.086; 0.006
-6.353; -0.050; 0.086; 0.006
-6.343; -0.050; 0.086; 0.006
-6.333; -0.050; 0.086; 0.006
-6.323; -0.050; 0.086; 0.006
-6.313; -0.050; 0.086; 0.006
-6.303; -0.050; 0.086; 0.006
-6.293; -0.050; 0.086; 0.006
-6.283; -0.050; 0.085; 0.006
-6.273; -0.050; 0.085; 0.006
-6.263; -0.050; 0.085; 0.006
-6.253; -0.050; 0.085; 0.006
-6.243; -0.050; 0.085; 0.006
-6.233; -0.050; 0.085; 0.006
-6.223; -0.050; 0.085; 0.006
-6.213; -0.050; 0.085; 0.006
-6.203; -0.050; 0.085; 0.006
-6.193; -0.050; 0.085; 0.007
-6.183; -0.050; 0.085; 0.007
-6.173; -0.050; 0.085; 0.007
-6.163; -0.050; 0.085; 0.007
-6.153; -0.050; 0.085; 0.007
-6.143; -0.050; 0.085; 0.007
-6.133; -0.050; 0.085; 0.007
-6.123; -0.050; 0.085; 0.007
-6.113; -0.050; 0.085; 0.007
-6.103; -0.050; 0.085; 0.007
-6.093; -0.050; 0.084; 0.007
-6.083; -0.050; 0.084; 0.007
-6.073; -0.050; 0.084; 0.007
-6.063; -0.050; 0.084; 0.007
-6.053; -0.050; 0.084; 0.007
-6.043; -0.050; 0.084; 0.007
-6.033; -0.050; 0.084; 0.007
-6.023; -0.050; 0.084; 0.007
-6.013; -0.050; 0.084; 0.007
-6.003; -0.050; 0.084; 0.007
-5.993; -0.050; 0.084; 0.008
-5.983; -0.050; 0.084; 0.008
-5.973; -0.050; 0.084; 0.008
-5.963; -0.050; 0.084; 0.008
-5.953; -0.050; 0.084; 0.008
-5.943; -0.050; 0.084; 0.008
-5.933; -0.050; 0.084; 0.008
-5.923; -0.050; 0.084; 0.008
-5.913; -0.050; 0.084; 0.008
-5.903; -0.050; 0.083; 0.008
-5.893; -0.050; 0.083; 0.008
-5.883; -0.050; 0.083; 0.008
-5.873; -0.050; 0.083; 0.008
-5.863; -0.050; 0.083; 0.008
-5.853; -0.050; 0.083; 0.008
-5.843; -0.050; 0.083; 0.008
-5.833; -0.050; 0.083; 0.008
-5.823; -0.050; 0.083; 0.009
-5.813; -0.050; 0.083; 0.009
-5.803; -0.050; 0.083; 0.009
-5.793; -0.050; 0.083; 0.009
-5.783; -0.050; 0.083; 0.009
-5.773; -0.050; 0.083; 0.009
-5.763; -0.050; 0.083; 0.009
-5.753; -0.050; 0.083; 0.009
-5.743; -0.050; 0.083; 0.009
-5.733; -0.050; 0.083; 0.009
-5.723; -0.050; 0.083; 0.009
-5.713; -0.050; 0.083; 0.009
-5.703; -0.050; 0.082; 0.009
-5.693; -0.050; 0.082; 0.009
-5.683; -0.050; 0.082; 0.010
-5.673; -0.050; 0.082; 0.010
-5.663; -0.050; 0.082; 0.010
-5.653; -0.050; 0.082; 0.010
-5.643; -0.050; 0.082; 0.010
-5.633; -0.050; 0.082; 0.010
-5.623; -0.050; 0.082; 0.010
-5.613; -0.050; 0.082; 0.010
-5.603; -0.050; 0.082; 0.010
-5.593; -0.050; 0.082; 0.011
-5.583; -0.050; 0.082; 0.012
-5.573; -0.050; 0.082; 0.012
-5.563; -0.050; 0.082; 0.013
-5.553; -0.050; 0.082; 0.014
-5.543; -0.050; 0.082; 0.015
-5.533; -0.050; 0.082; 0.015
-5.523; -0.050; 0.082; 0.016
-5.513; -0.050; 0.081; 0.017
-5.503; -0.050; 0.081; 0.018
-5.493; -0.050; 0.081; 0.018
-5.483; -0.050; 0.081; 0.019
-5.473; -0.050; 0.081; 0.020
-5.463; -0.050; 0.081; 0.021
-5.453; -0.050; 0.081; 0.021
-5.443; -0.050; 0.081; 0.022
-5.433; -0.050; 0.081; 0.023
-5.423; -0.050; 0.081; 0.024
-5.413; -0.050; 0.081; 0.024
-5.403; -0.050; 0.081; 0.025
-5.393; -0.050; 0.081; 0.026
-5.383; -0.050; 0.081; 0.027
-5.373; -0.050; 0.081; 0.027
-5.363; -0.050; 0.081; 0.028
-5.353; -0.050; 0.081; 0.029
-5.344; -0.050; 0.081; 0.030
-5.334; -0.050; 0.081; 0.030
-5.324; -0.050; 0.080; 0.031
-5.314; -0.050; 0.080; 0.032
-5.304; -0.050; 0.080; 0.033
-5.294; -0.050; 0.080; 0.039
-5.284; -0.050; 0.080; 0.044
-5.274; -0.050; 0.080; 0.050
-5.264; -0.050; 0.080; 0.056
-5.254; -0.050; 0.080; 0.061
-5.244; -0.050; 0.080; 0.067
-5.234; -0.050; 0.080; 0.073
-5.224; -0.050; 0.080; 0.078
-5.214; -0.050; 0.080; 0.084
-5.204; -0.050; 0.080; 0.090
-5.194; -0.050; 0.080; 0.096
-5.184; -0.050; 0.080; 0.101
-5.174; -0.050; 0.080; 0.107
-5.164; -0.050; 0.080; 0.113
-5.154; -0.050; 0.080; 0.118
-5.144; -0.050; 0.080; 0.124
-5.134; -0.050; 0.079; 0.130
-5.124; -0.050; 0.079; 0.136
-5.114; -0.050; 0.079; 0.141
-5.104; -0.050; 0.079; 0.147
-5.094; -0.050; 0.079; 0.153
-5.084; -0.050; 0.079; 0.158
-5.074; -0.050; 0.079; 0.164
-5.064; -0.050; 0.079; 0.170
-5.054; -0.050; 0.079; 0.175
-5.044; -0.050; 0.079; 0.181
-5.034; -0.050; 0.079; 0.187
-5.024; -0.050; 0.079; 0.193
-5.014; -0.050; 0.079; 0.198
-5.004; -0.050; 0.079; 0.204
-4.994; -0.050; 0.079; 0.210
-4.984; -0.050; 0.079; 0.216
-4.974; -0.050; 0.079; 0.222
-4.964; -0.050; 0.079; 0.228
-4.954; -0.050; 0.079; 0.234
-4.944; -0.050; 0.078; 0.240
-4.934; -0.050; 0.078; 0.246
-4.924; -0.050; 0.078; 0.252
-4.914; -0.050; 0.078; 0.258
-4.904; -0.050; 0.078; 0.264
-4.894; -0.050; 0.078; 0.270
-4.884; -0.050; 0.078; 0.276
-4.874; -0.050; 0.078; 0.282
-4.864; -0.050; 0.078; 0.288
-4.854; -0.050; 0.078; 0.294
-4.844; -0.050; 0.078; 0.300
-4.834; -0.050; 0.078; 0.306
-4.824; -0.050; 0.078; 0.312
-4.814; -0.050; 0.078; 0.318
-4.804; -0.050; 0.078; 0.325
-4.794; -0.050; 0.078; 0.331
-4.784; -0.050; 0.078; 0.337
-4.774; -0.050; 0.078; 0.343
-4.764; -0.050; 0.078; 0.349
-4.754; -0.050; 0.078; 0.355
-4.744; -0.050; 0.077; 0.361
-4.734; -0.050; 0.077; 0.367
-4.724; -0.050; 0.077; 0.373
-4.714; -0.050; 0.077; 0.379
-4.704; -0.050; 0.077; 0.385
-4.694; -0.050; 0.077; 0.386
-4.684; -0.050; 0.077; 0.386
-4.674; -0.050; 0.077; 0.387
-4.664; -0.050; 0.077; 0.388
-4.654; -0.050; 0.077; 0.389
-4.644; -0.050; 0.077; 0.390
-4.634; -0.050; 0.077; 0.391
-4.624; -0.050; 0.077; 0.391
-4.614; -0.050; 0.077; 0.392
-4.604; -0.050; 0.077; 0.393
-4.594; -0.050; 0.077; 0.394
-4.584; -0.050; 0.077; 0.395
-4.574; -0.050; 0.077; 0.395
-4.564; -0.050; 0.077; 0.396
-4.554; -0.050; 0.076; 0.397
-4.544; -0.050; 0.076; 0.398
-4.534; -0.050; 0.076; 0.399
-4.524; -0.050; 0.076; 0.400
-4.514; -0.050; 0.076; 0.400
-4.504; -0.050; 0.076; 0.401
-4.494; -0.050; 0.076; 0.402
-4.484; -0.050; 0.076; 0.403
-4.474; -0.050; 0.076; 0.404
-4.464; -0.050; 0.076; 0.405
-4.454; -0.050; 0.076; 0.405
-4.444; -0.050; 0.076; 0.406
-4.434; -0.050; 0.076; 0.407
-4.424; -0.050; 0.076; 0.408
-4.414; -0.050; 0.076; 0.409
-4.404; -0.050; 0.076; 0.410
-4.394; -0.050; 0.076; 0.409
-4.384; -0.050; 0.076; 0.409
-4.374; -0.050; 0.076; 0.409
-4.364; -0.050; 0.075; 0.408
-4.354; -0.050; 0.075; 0.408
-4.344; -0.050; 0.075; 0.408
-4.334; -0.050; 0.075; 0.408
-4.324; -0.050; 0.075; 0.407
-4.314; -0.050; 0.075; 0.407
-4.304; -0.050; 0.075; 0.407
-4.294; -0.050; 0.075; 0.406
-4.284; -0.050; 0.075; 0.406
-4.274; -0.050; 0.075; 0.406
-4.264; -0.050; 0.075; 0.406
-4.254; -0.050; 0.075; 0.405
-4.244; -0.050; 0.075; 0.405
-4.234; -0.050; 0.075; 0.405
-4.224; -0.050; 0.075; 0.404
-4.214; -0.050; 0.075; 0.404
-4.204; -0.050; 0.075; 0.404
-4.194; -0.050; 0.075; 0.404
-4.184; -0.050; 0.075; 0.403
-4.174; -0.050; 0.074; 0.403
-4.164; -0.050; 0.074; 0.403
-4.154; -0.050; 0.074; 0.402
-4.144; -0.050; 0.074; 0.402
-4.134; -0.050; 0.074; 0.402
-4.124; -0.050; 0.074; 0.402
-4.114; -0.050; 0.074; 0.401
-4.104; -0.050; 0.074; 0.401
-4.094; -0.050; 0.074; 0.401
-4.084; -0.050; 0.074; 0.400
-4.074; -0.050; 0.074; 0.400
-4.064; -0.050; 0.074; 0.399
-4.054; -0.050; 0.074; 0.399
-4.044; -0.050; 0.074; 0.398
-4.034; -0.050; 0.074; 0.398
-4.024; -0.050; 0.074; 0.397
-4.014; -0.050; 0.074; 0.397
-4.004; -0.050; 0.074; 0.396
-3.994; -0.050; 0.074; 0.396
-3.984; -0.050; 0.074; 0.396
-3.974; -0.050; 0.073; 0.395
-3.965; -0.050; 0.073; 0.395
-3.955; -0.050; 0.073; 0.394
-3.945; -0.050; 0.073; 0.394
-3.935; -0.050; 0.073; 0.393
-3.925; -0.050; 0.073; 0.393
-3.915; -0.050; 0.073; 0.392
-3.905; -0.050; 0.073; 0.392
-3.895; -0.050; 0.073; 0.391
-3.885; -0.050; 0.073; 0.391
-3.875; -0.050; 0.073; 0.391
-3.865; -0.050; 0.073; 0.390
-3.855; -0.050; 0.073; 0.390
-3.845; -0.050; 0.073; 0.389
-3.835; -0.050; 0.073; 0.389
-3.825; -0.050; 0.073; 0.388
-3.815; -0.050; 0.073; 0.388
-3.805; -0.050; 0.073; 0.387
-3.795; -0.050; 0.073; 0.387
-3.785; -0.050; 0.072; 0.386
-3.775; -0.050; 0.072; 0.386
-3.765; -0.050; 0.072; 0.386
-3.755; -0.050; 0.072; 0.385
-3.745; -0.050; 0.072; 0.385
-3.735; -0.050; 0.072; 0.384
-3.725; -0.050; 0.072; 0.384
-3.715; -0.050; 0.072; 0.383
-3.705; -0.050; 0.072; 0.383
-3.695; -0.050; 0.072; 0.382
-3.685; -0.050; 0.072; 0.382
-3.675; -0.050; 0.072; 0.381
-3.665; -0.050; 0.072; 0.381
-3.655; -0.050; 0.072; 0.381
-3.645; -0.050; 0.072; 0.380
-3.635; -0.050; 0.072; 0.380
